DMNH 2966 Missing Hill,61.60305474,63.06178339,108.0071979,57.74263177,62.51131639,67.75021765,61.23596223,52.93864306,39.24609071,85.56120735,43.45486038,69.08727706,53.96366039,51.92651803,76.23489222,57.81144233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMNH 3495 Stedillie,86.40731183,88.43153512,101.750388,72.74143432,62.12574153,86.92015658,85.04885587,58.38246384,41.46633852,56.60037344,97.55890192,86.75157923,124.1656187,51.05469491,107.0300384,72.86224743,66.60693598,67.21048084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMNH 3618 Ian's Indoctrination,67.85150275,90.49360526,68.73450189,76.04504344,41.41475715,87.18377629,87.89433087,52.65092223,51.52213831,66.0199688,66.48486861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMNH 3620 Plum Creek Parkway S,55.82948283,48.85581606,86.3067431,45.70101134,53.67680847,79.73482225,44.8448992,50.19905143,80.28436534,54.09950678,58.47914339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMNH 654 Broomfield Roadcut,81.09860023,47.82827788,86.23193078,71.48515556,70.19726196,54.30677836,103.2943933,65.79632637,82.74724716,52.29210077,57.18881617,64.82931979,64.41736894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMNH 7124 Bishop Wall,83.22448592,99.18950025,82.59786819,76.11785928,40.23799496,44.28043091,103.9317377,81.67940037,62.7722576,75.5272766,45.48470877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florissant,136.4161315,74.42609511,100.7968088,123.118759,130.7108277,64.59126462,111.7926755,67.3073926,74.89528909,109.5465684,116.3875934,69.9105835,122.4129747,98.64513811,139.5266524,74.23738618,66.89474859,96.13024719,92.34329489,123.4952237,79.87540067,101.2183866,107.9496134,88.06349603,155.7339565,77.95709972,98.32391149,73.47296769,126.8455482,87.81348423,58.52349877,79.11615628,115.7285011,104.3267022,120.5107983,111.4885848,83.89167757,108.2389802,96.00486663,58.05330726,80.70634786,141.8141901,97.35616317,148.0966129,105.804314,64.97968614,131.99381,110.0546218,105.0702878,209.395357,85.48426203,114.4490371,116.4686722,107.6961463,135.3693647,163.8749315,91.59735702,143.725051,85.23728719,74.95393566,126.7011153,117.3560905,134.6498752,116.0271375,84.9372248,110.6947991,123.8869919,161.7964156,73.19791631,59.13594523,143.7729125,77.06851457,97.05111993,75.09123998,92.68620715,168.543597,83.64797468,77.81466008,101.3546187,94.18300701,144.8880499,91.32477321,126.1276649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frauenweiler,84.76447718,121.749398,93.76439436,91.36312812,103.0342511,60.62402132,59.02742888,72.67754386,90.26431269,76.06385336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goshen,52.24480332,69.09487305,55.32065786,37.34287815,53.38742567,104.8423977,78.56919748,68.47517948,51.47472524,74.47389916,62.54847853,56.0405706,60.81786156,52.36955158,57.0995138,72.55506282,41.59198507,68.71109853,76.28888386,50.19038563,104.8205767,49.36012245,47.03660876,47.57517308,58.49130794,55.47958107,49.98597807,69.07274063,76.25630079,62.39705424,39.31842781,54.85975501,81.87081134,77.04733121,78.31070674,60.4025032,67.51952622,87.44877523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guaduas,106.29,203.14,119.83,122.83,122.34,108.08,119.4,111.79,74.34,115.03,121.92,123.36,117.01,122.88,55.29,65.1,85.43,85.72,99.49,103.89,36.78,90.78,99.98,145.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gumboot Mountain,72.13397825,61.62466197,108.3993275,71.28970229,79.29449238,57.33921625,92.93507831,68.05966222,71.28260256,55.11792504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuclin,101.3532258,61.73922016,149.1111956,112.7382537,105.6665291,96.8157426,120.5592718,100.5927782,108.9262447,90.97361785,137.6389805,89.57615725,91.10126417,119.7751508,104.4011686,120.9432766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Porte,57.5389271,74.28332849,71.62638868,67.67103071,106.0268302,42.60380719,88.01019853,47.54709573,66.18431305,55.41346127,76.56929102,48.03145867,110.0888957,28.38124366,75.89852003,76.08858941,67.39821259,47.64707218,100.5594903,57.89708784,91.11580471,40.47464176,69.00251307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lurd Leaves,82.02650627,76.47225022,89.75095909,60.86333511,114.8295952,81.46167357,99.36005297,85.09410561,76.27322593,99.58639319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McAbee,86.4762007,69.37268427,75.91541958,37.98657847,50.20565703,52.96009058,64.94882873,82.69225558,57.88358874,41.02614047,58.70309433,65.93877039,74.03121106,52.62156229,66.97310987,58.5978553,54.23070746,37.73320041,86.58286958,87.1867911,40.91734761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menat,92.82475334,116.3542591,82.9247246,91.31645447,70.79452724,76.9550603,63.49729638,75.84257648,77.14820173,86.34512859,118.5245636,113.246048,65.91567257,78.904978,95.89135416,89.14880735,106.292425,118.4086833,85.1337367,117.1784945,84.70480392,111.8385678,97.78563864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Messel,107.1653017,95.0327765,90.74274778,116.0304731,62.27873964,150.1810805,82.58581726,77.94457191,143.1078753,132.3872208,123.3918348,90.99066161,96.11880599,110.9372115,104.9127478,106.5188327,104.5009585,100.9865094,109.9710466,99.80082691,122.7279641,117.7734804,181.2408397,149.6532597,101.1108735,84.36173912,86.16914326,121.1449891,143.4126606,127.937837,75.07079822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ojo Alamo,47.34107704,71.58201479,78.07842417,72.7813295,79.48872356,46.88478895,75.74365509,72.82087671,144.0200626,45.07771526,95.6287796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETM,93.54080086,81.5265024,75.37818003,118.6277088,140.7892689,102.2945406,95.97658506,51.92957116,51.63290921,78.22086134,114.9622981,83.63218781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravenscrag,88.3,105.9,80.6,69.6,98.7,46.7,85.1,48,84.7,100.7,77.7,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renova (Beaverhead),63.99607697,75.89730751,57.71736938,67.58786509,73.47565664,42.90316365,85.62649079,112.5615673,78.85709313,100.2789241,67.81002817,73.56065089,163.6433812,196.3762221,126.5047843,112.8104487,85.95953635,114.4305715,123.6707676,77.18900108,99.78758025,83.24414338,102.0835533,96.65703101,61.06424837,60.10422878,57.61571627,106.4710345,104.1214709,80.38041859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renova (Metzel Ranch),110.27123,101.7343587,114.5496899,56.13618541,79.78165838,86.18783098,91.53824238,139.5644378,84.39993301,115.7965601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renova (Ruby River),69.2170837,78.44697463,117.2876838,57.32903405,122.9042342,92.6135458,124.4239879,101.5250821,78.89925074,128.7255834,99.34275365,60.64373929,84.84789164,87.5602105,84.33827975,72.42242254,69.86594211,152.3611721,219.5804724,113.0994773,110.3942428,111.9587674,74.63935903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Republic,69.28326529,71.69706191,67.48225188,76.53047832,52.91754975,84.63749023,84.03499834,76.78154212,68.93311771,53.17582562,63.89215626,74.27838502,79.30714191,80.90597195,87.38753103,65.68215765,79.31582144,62.82093152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rott,70.19673514,133.2958951,64.54514112,105.1500604,108.6933999,73.93706651,45.83565991,100.2155503,52.71732745,94.34441161,96.38666214,102.0476402,102.2103168,167.5749984,79.32094948,163.9761202,52.03242968,133.1292662,119.2103947,143.3679383,67.18981152,96.14119148,141.5486967,71.10769242,83.10958651,80.13977201,77.61106299,66.27115589,121.6306857,140.8465064,99.04846125,122.2255001,78.5800607,144.8521399,120.2275139,162.5069063,117.2136846,140.2344715,110.0250936,96.81191567,148.9340489,65.24687583,83.14060515,82.07520532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rujada,76.30912351,66.28089299,56.70257201,78.95090843,36.04266344,57.0332826,82.88928224,65.41269644,59.25178167,61.07923453,69.74863473,41.61157155,62.7284548,70.93662277,74.64651015,95.8214861,56.27281981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rusinga,125.2,115.19,86.94,85.87,124.15,70.25,124.19,122.84,113.93,86.47,112.74,195.82,167.56,176.68,101.96,173.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secret,135.4544799,133.7010513,89.18222935,65.12559078,72.85846436,61.4540453,100.3281055,63.13173293,108.9410208,93.32509013,93.00788617,117.7794989,95.85590835,82.4065147,78.05028081,260.7002787,84.47814003,93.31241988,74.67896507,104.7637096,79.05257218,98.93197233,95.36547329,117.2220481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seifhennersdorf,85.57836199,89.27460208,69.07532187,65.35012351,87.98092445,79.14169695,72.617243,95.22114622,133.6181334,111.1403308,81.88277071,95.5658432,38.24988181,71.36627998,84.46661552,55.78901933,75.21912114,119.0493859,67.57752439,89.4625054,78.45140743,100.5592615,88.38961039,93.08558263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willamette,62.31948797,83.26471834,78.95962324,59.6756747,77.50172356,56.43920165,79.72838893,42.81678349,87.72087578,55.36954809,84.09597282,46.7525055,77.17378677,53.49439546,72.05345679,77.7197688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williston Basin,86.75365401,61.53011162,106.1880443,76.43844601,79.13407343,77.49732029,74.22168995,70.76773465,78.11867759,100.1260268,87.65903066,64.09123698,76.40050518,95.8200269,68.09997816,73.44539733,98.26933583,140.2061823,69.75057417,80.55921203,75.22771074,62.70083851,97.30197492,53.8518223,77.8564969,64.7356041,108.2964643,82.56480766,249.9935166,88.40707244,104.088705,79.99850825,86.74298651,194.9626399,85.66253432,60.85226686,85.1752386,61.66997803,87.22866183,200.6382087,260.0163577,114.0081827,47.74617086,92.20893705,86.88617436,184.1790605,92.24036339,73.3032771,61.38736607,87.40138935,111.6634837,81.62167908,101.3444528,64.84425321,84.07151723,69.9798077,79.2659635,61.39592603,89.62577483,70.95783138,82.1468405,48.74853206,87.11857545,88.04255619,55.44732111,78.38609374,97.25232313,74.6629738,47.86198815,88.7474376,39.69542962,65.30717813,84.49363355,103.259634,114.2577017,72.24255586,77.62108206,79.73135125,69.77190229,87.00257098,78.07486713,55.58418844,65.22228597,116.4141801,69.22454823,48.36090589,153.2104591,72.76065906,83.00997539,88.0764806,65.66994504,106.077211,87.65849186,116.8215212,80.05365365,97.93289029,68.49753138,94.33021704,65.56605162,70.28907641,50.98954977,99.19872095,85.95835177,61.05241227,91.25742823,102.3068064,71.57289998,78.14921131,64.09271823,51.57057648,64.74193208,110.3513536,81.6012456,94.33666168,56.91270235,74.39094385,91.64183698,89.88431923,77.41521517,53.83012744,78.7449822,76.85101646,113.8474793,115.6132183,134.6544937,70.57706452,94.54399288,103.6311079,93.68189433,72.10669219,140.9750884,74.76096578
Wind River Interior,96.44733488,83.25199559,71.67714379,79.9970593,103.9913051,58.31781595,84.49190171,80.63488986,74.17326358,74.84080838,87.67814933,89.85025568,91.04756752,93.17024919,97.8619459,89.04327123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winthrop,79.60695013,78.87181919,81.6040766,65.12448293,82.08345102,56.91428789,38.44450495,68.01765552,57.33513266,50.03465636,78.67601657,71.10441975,71.19714936,60.45143276,73.97769787,71.83451507,74.87127706,50.63322666,63.80898469,86.98362737,96.7206694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
